user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,ip_address,class,category,dob,name,email
105602,19-04-2015 17:29,06-06-2015 01:05,55567,ZQNABKGFCDXUE,SEO,Chrome,F,2441342799,0,apparels,17-01-1982,Lynnley G Browninge,lynnley.browninge@gmail.com
53346,19-03-2015 02:18,07-07-2015 07:22,61616,ZIEMBHNEYFDSC,Ads,Safari,M,3547766345,0,home_essentials,24-02-1980,Soyoung Y Kimm,soyoung.kimm@gmail.com
286443,21-05-2015 17:58,07-09-2015 14:40,15810,PMLDEIEWZAPZR,Ads,Chrome,M,209079748.3,0,electronics,,Terry W Baynesh,terry.baynesh@yahoo.com
106020,07-07-2015 04:37,24-07-2015 11:42,74776,DIWHQQAABXWVD,Ads,FireFox,M,1485613193,0,home_essentials,05-02-1982,Scott P Malonex,scott.malonex@gmail.com
343122,08-01-2015 05:42,23-03-2015 14:18,20224,SKGZHINSGJEIQ,Ads,Chrome,F,3543744943,0,electronics,18-08-1987,Pedro K dax,pedro_dax@tntech.edu
332080,01-03-2015 12:29,18-04-2015 14:06,79272,OOFPSQQVXJTHW,Ads,IE,M,1320145208,0,home_essentials,03-06-1995,Ryan T Vlastelicas,ryan.vlastelicas@rigginglifting.com
137674,21-07-2015 12:58,11-11-2015 18:14,12927,FFOFINQGXJUQC,Ads,Chrome,F,144387634.9,0,health_care,08-10-1997,Rachelle A Younglais,rachelle.younglais@gmail.com
351114,22-02-2015 22:59,07-05-2015 12:48,9169,ECSIFULCBDSEO,Ads,IE,M,131362658.6,0,cosmetics,27-07-1987,Alistair B Barrl,alistair.barrl@thefloridadesigngroup.com
221294,23-03-2015 22:59,16-07-2015 08:53,86906,TVMVJDIPEOOSN,Ads,IE,F,264272038,0,apparels,14-02-1982,Margaret D Chadbournu,margaret.chadbournu@thefloridadesigngroup.com
313728,01-07-2015 11:06,20-10-2015 12:32,16787,KWGENEVWLCSGT,Ads,Chrome,M,2521593606,0,electronics,05-03-1982,Ronald G Groverk,ronald.groverk@brandermill.com
208001,18-07-2015 16:09,10-11-2015 02:17,62684,LRTXEJHTOMNKV,Direct,IE,M,1985871858,0,electronics,25-10-1970,David K Tollu,david.tollu@hotmail.com
2474,20-01-2015 09:09,19-05-2015 07:55,39532,WDEDQTTKXJJGK,Ads,IE,F,2936948281,0,home_essentials,01-07-1992,Rachelle E Younglaia,rachelle.younglaia@hotmail.com
172444,23-03-2015 03:00,11-06-2015 09:26,54967,SVNISELPBFSTK,SEO,Chrome,M,4178496846,0,health_care,16-06-1992,Ransdell C Piersona,ransdell.piersona@thefloridadesigngroup.com
192314,11-06-2015 19:31,16-06-2015 16:38,25461,BUPMVQEOWRXFS,Ads,Chrome,F,258262793.1,0,health_care,26-08-1997,David L Laguek,david.laguek@gmail.com
68111,09-04-2015 16:16,09-07-2015 13:56,79557,ZNJBXXOLHQEPV,Ads,IE,F,3549663630,0,electronics,15-10-1979,Carolyn D Cohnn,carolyn.cohnn@sutletgroup.com
20668,06-08-2015 04:20,10-11-2015 20:39,63184,NMISUIDPWOSEU,Direct,Chrome,M,1921876776,0,electronics,23-07-1982,Svea J Herbst-Baylisst,svea.herbst-baylisst@yahoo.com
272165,05-08-2015 23:38,01-12-2015 22:00,34346,YAYLYLSKUKZDT,SEO,FireFox,F,2477876334,0,apparels,,Stephen I Aldredo,stephen.aldredo@rigginglifting.com
90043,07-04-2015 07:36,23-07-2015 22:03,58489,XQIDCQSDBOHAI,Ads,Safari,M,4084628527,0,cosmetics,08-03-1990,Timothy T Gardnerx,timothy.gardnerx@yahoo.com
121703,06-01-2015 08:56,06-01-2015 17:56,86580,XAVNTONBKCVJS,Direct,Safari,M,2890012040,1,home_essentials,20-04-1949,Lucia R Mutikaniz,lucia.mutikaniz@gmail.com
75983,17-08-2015 03:30,10-11-2015 20:10,26419,XIWSYEYEKNIMC,Ads,IE,F,3817746154,0,apparels,11-09-1981,Jeremy V Pelofskyk,jeremy.pelofskyk@yahoo.com
142279,10-06-2015 04:22,10-06-2015 13:22,12396,LLJGYWZXYIXJR,Ads,Safari,M,4245058858,1,cosmetics,09-05-1957,Luciana D Otonit,luciana.otonit@thefloridadesigngroup.com
62613,12-05-2015 21:55,13-06-2015 23:49,19347,ZOEHTLBIHIQGQ,Ads,Chrome,M,1247699820,0,electronics,05-02-1992,Economics Z Correspondento,economics_correspondento@tntech.edu
364836,28-07-2015 21:06,09-09-2015 23:43,21989,EPCWXGOSXKSIE,Ads,Chrome,F,1347779947,0,home_essentials,21-08-1984,Sarah P McBrided,sarah.mcbrided@gmail.com
231249,16-05-2015 12:43,16-07-2015 00:10,42428,QBFVTBDWQOJWE,SEO,Chrome,F,950295968.3,0,home_essentials,07-01-1996,Kumar O Singhj,kumar.singhj@gmail.com
154866,21-07-2015 20:25,26-09-2015 13:10,98473,VGJSMQLLKWHBN,SEO,Chrome,F,3431999266,0,health_care,26-10-1971,Praveen M Menont,praveen.menont@hotmail.com
100998,02-04-2015 11:41,17-06-2015 16:13,63088,FVATIULWVWOFY,Direct,Safari,M,3567728458,0,cosmetics,23-11-1975,Deepa E Babingtont,deepa.babingtont@tntech.edu
112494,31-05-2015 18:33,12-09-2015 22:18,96667,FAQTWGTUWDFCM,Direct,Safari,M,3775043778,0,apparels,02-05-1995,Guillermo K Parra-Bernale,guillermo.parra-bernale@tntech.edu
127860,04-08-2015 16:59,08-08-2015 17:51,94410,MHRRDYZAKZPML,SEO,Chrome,M,418455690.9,0,home_essentials,21-06-1985,Matt Z Scuffhamj,matt.scuffhamj@tntech.edu
49310,15-05-2015 05:45,10-08-2015 20:30,97386,JZPEWPOYBBQJD,Ads,Opera,M,19608204.09,0,electronics,17-05-1976,en C Berkowitzi,en.berkowitzi@sutletgroup.com
128195,26-01-2015 18:45,04-04-2015 05:46,48845,OLUIFLAFBUYGZ,SEO,FireFox,F,1805354707,0,electronics,05-06-1982,Suzanne U Barlyne,suzanne.barlyne@rigginglifting.com
261531,05-03-2015 05:59,23-03-2015 02:10,5601,MNRKWCHYYXMGQ,Direct,Chrome,F,101341124.8,0,apparels,23-04-1997,Alexei K Oreskovich,alexei.oreskovich@flossresearch.com
205274,15-05-2015 11:23,08-07-2015 12:30,42110,BKZYJPNZATTCB,Direct,IE,F,2241277424,0,cosmetics,22-10-1981,Dhanya Z Skariachanm,dhanya.skariachanm@rigginglifting.com
118300,27-05-2015 06:12,18-07-2015 09:56,99175,EJFAFWBBEHPZT,SEO,Chrome,F,2264526957,0,apparels,08-06-1975,John K Odonnell,john.odonnell@sutletgroup.com
292922,07-01-2015 11:51,07-01-2015 11:51,58398,LCIDSXJYNIOGD,SEO,IE,M,1447879603,1,cosmetics,06-04-1985,Jan X Strupczewskid,jan.strupczewskid@hotmail.com
373370,31-01-2015 12:35,11-04-2015 02:35,34258,FPHXWOSKBTEEC,Direct,FireFox,F,1676324638,0,electronics,19-04-1965,Farah Q Mastere,farah.mastere@gmail.com
194474,16-02-2015 00:47,03-05-2015 09:48,91806,FDSDXYTTKUGMO,Ads,IE,M,864448373.5,0,home_essentials,23-07-1990,Tricia M Wrightt,tricia.wrightt@gmail.com
126026,25-04-2015 01:26,06-08-2015 11:04,28672,AJFXRCJCZYAAU,SEO,Chrome,M,4215622231,0,electronics,05-05-1979,Doug V Palmerj,doug.palmerj@flossresearch.com
94737,19-05-2015 01:33,29-05-2015 13:28,58207,XXRKCABWPFFTX,Ads,FireFox,M,1019800933,0,electronics,09-07-1974,David X Henryh,david.henryh@gmail.com
211132,25-07-2015 21:44,23-08-2015 14:32,79671,KMRAEQPKPTMAL,Ads,Safari,M,1446561193,0,apparels,07-02-1975,Lucia R Mutikanie,lucia.mutikanie@sutletgroup.com
64023,14-06-2015 04:04,06-07-2015 01:08,71275,JXUGZJLXGXSHV,Ads,Safari,F,641404466.3,0,cosmetics,07-04-1990,ra C Hudsonp,ra.hudsonp@yahoo.com
33582,25-05-2015 13:36,18-06-2015 06:38,68714,EZOTDYDCUDEES,Direct,IE,,236411406.6,0,health_care,02-03-1983,Rodrick W Asiaw,rodrick_asiaw@tntech.edu
246329,11-08-2015 06:38,04-12-2015 12:26,66281,WSXHAYTSCEGNN,Ads,Safari,F,1996870753,0,electronics,16-08-1971,Emily M Flitterr,emily.flitterr@gmail.com
309021,10-03-2015 20:12,25-04-2015 16:34,9028,WUGNGIWRQMHME,SEO,Safari,M,3814815834,0,apparels,12-03-1986,Gabriel A Wildauv,gabriel.wildauv@thefloridadesigngroup.com
295851,24-04-2015 18:24,27-07-2015 17:59,76537,YCBZTKJIDEPCN,Ads,IE,M,858376272.2,0,home_essentials,15-01-1982,Megan U Daviesw,megan.daviesw@flossresearch.com
377368,17-06-2015 14:27,23-06-2015 15:57,78397,MCNTXJEGNDWMP,Ads,Chrome,M,398591470.2,0,electronics,09-06-1993,Lawrence Y Hurleyp,lawrence.hurleyp@yahoo.com
291038,27-05-2015 06:08,11-08-2015 01:00,82283,XYKOTLOBNUXTV,Direct,Chrome,M,557643172.2,0,health_care,13-08-1987,John P McCrankr,john.mccrankr@hotmail.com
332085,20-06-2015 06:20,18-07-2015 03:16,3231,TISJANSSLEFBC,Direct,Chrome,M,660996042.5,0,cosmetics,02-05-1982,Svea Q Herbst-Baylissd,svea.herbst-baylissd@sutletgroup.com
152764,16-01-2015 15:22,29-04-2015 23:22,58484,IBHPMZGGGULNG,Ads,Safari,F,3455520007,0,apparels,08-06-1983,Alasdair G Reillyx,alasdair.reillyx@brandermill.com
170138,08-01-2015 09:32,08-01-2015 21:32,82630,GTIYVLCMAYBFA,Ads,FireFox,M,2141691948,1,apparels,20-02-1955,Annika L Breidthardto,annika.breidthardto@flossresearch.com
296780,05-06-2015 22:59,13-06-2015 02:22,3432,NHUAVGOQDJGTW,Ads,Chrome,M,2213581849,0,home_essentials,19-07-1986,Hossein W Jasebg,hossein.jasebg@rigginglifting.com
127838,02-01-2015 22:58,09-01-2015 22:12,53932,WDWYODPLXWCIY,Direct,IE,F,990018809.8,0,home_essentials,06-05-1986,Poornima L Guptav,poornima.guptav@hotmail.com
33840,07-01-2015 14:00,07-01-2015 14:00,68129,NPZFSQBLEKLTN,SEO,Chrome,,3828716002,1,home_essentials,27-08-1987,Carrick W Mollenkampb,carrick.mollenkampb@tntech.edu
311686,08-03-2015 16:45,30-04-2015 15:30,22910,HEFTBSLDJPCMQ,Ads,IE,M,1825072309,0,home_essentials,12-03-1963,Ann A Saphirx,ann.saphirx@yahoo.com
81701,06-03-2015 15:37,07-04-2015 04:17,89520,SSOULXAXAABZW,SEO,Chrome,F,1645199545,0,cosmetics,21-08-1959,Jennifer C Clarku,jennifer.clarku@flossresearch.com
203522,15-07-2015 00:21,24-07-2015 20:27,23107,TFTYFMIYNDLXL,SEO,Chrome,M,320708582.7,0,home_essentials,20-10-1979,Manuela S Badawyw,manuela.badawyw@brandermill.com
259506,12-08-2015 01:09,03-10-2015 06:15,57348,RFKZYBTERUFEY,Ads,Safari,F,1880611814,0,home_essentials,20-03-1968,Kim W Dixonx,kim.dixonx@thefloridadesigngroup.com
358591,22-04-2015 01:23,16-06-2015 06:46,7817,YEBTAPLBHTZRO,SEO,IE,,1453455281,0,apparels,01-05-1985,Can O Sezerh,can.sezerh@rigginglifting.com
197517,24-01-2015 03:12,04-05-2015 15:47,98427,JYTNZDCFLBJAB,SEO,IE,F,1171322064,0,home_essentials,21-04-1989,Lawrence Q Whiter,lawrence.whiter@yahoo.com
309239,29-05-2015 09:54,09-08-2015 08:03,17666,CXPAACGCMEJFT,Direct,IE,F,1499086008,0,cosmetics,26-09-1993,Steve D Jamesu,steve.jamesu@gmail.com
329118,15-02-2015 00:34,21-05-2015 15:41,61089,HWAQLARVTAGQM,SEO,IE,F,438174055.1,0,apparels,02-09-1966,Melissa D Akink,melissa.akink@gmail.com
183585,14-05-2015 14:36,14-06-2015 20:49,54809,VDDMXGMPUOYCZ,SEO,Chrome,M,240768243.2,0,apparels,16-07-1990,Dina U Kyriakidouc,dina.kyriakidouc@tntech.edu
392375,13-07-2015 02:13,02-10-2015 14:04,7355,KSYUUDHAXNLAN,SEO,FireFox,M,3498823268,0,electronics,20-01-1990,Poornima R Guptar,poornima.guptar@yahoo.com
345676,20-02-2015 21:02,27-02-2015 22:27,59303,EJLYNZPKLEAEQ,Ads,Chrome,M,2081471676,0,home_essentials,08-08-1989,Christian E Plumbt,christian.plumbt@thefloridadesigngroup.com
317707,14-02-2015 23:24,15-04-2015 17:47,72537,FDEVRLCEYTHET,SEO,Safari,M,1464329870,1,home_essentials,19-06-1994,Geert M Den,geert.den@flossresearch.com
369704,08-03-2015 15:11,09-03-2015 04:11,82416,POPVWRAIELNGZ,SEO,IE,F,3070971293,1,electronics,13-09-1964,Grant E McCooln,grant.mccooln@gmail.com
157991,04-01-2015 04:20,04-01-2015 04:20,30710,JCCODECESMOVF,SEO,Chrome,M,2358420997,1,home_essentials,13-01-1977,Jessica J Wohlk,jessica.wohlk@gmail.com
321709,03-07-2015 15:06,01-08-2015 07:44,43101,ZONKKODRHXGZV,Ads,Chrome,F,4271865183,0,health_care,17-08-1989,Yoo K Choonsiky,yoo.choonsiky@gmail.com
224016,30-06-2015 23:28,04-08-2015 08:39,2048,MMHJPWMMTHCOM,Direct,IE,M,3782408708,0,electronics,16-11-1979,Harro R Tenk,harro.tenk@gmail.com
310732,14-02-2015 05:26,21-03-2015 06:39,17128,HVMTXMQKBLFIF,Ads,Safari,M,508171373,0,cosmetics,03-04-1974,Ed F Stoddardh,ed.stoddardh@brandermill.com
320308,18-03-2015 09:06,16-04-2015 11:39,54400,MLVTJVTQZFFTI,SEO,IE,F,343894438,0,cosmetics,23-02-1982,Tara T LaCapraa,tara.lacapraa@brandermill.com
135744,10-02-2015 08:24,10-05-2015 12:51,7184,DPVHYBJWYIJPN,Ads,Chrome,F,256874635.3,0,cosmetics,14-06-1988,Karen B Freifeldk,karen.freifeldk@gmail.com
396544,22-05-2015 14:34,17-06-2015 10:20,26415,LDJPQGZKVPFND,SEO,Chrome,F,1729800820,1,electronics,21-07-1985,ewich B Noelx,ewich.noelx@sutletgroup.com
64538,15-03-2015 18:52,12-07-2015 19:21,96552,BPRDZKIMLOGHZ,Direct,IE,F,1961634356,0,cosmetics,08-06-1995,Marc F Jonesc,marc.jonesc@tntech.edu
154936,08-03-2015 20:46,09-06-2015 14:30,14459,VGYWSTMVOEUNP,SEO,IE,M,3361971323,0,health_care,13-02-1984,Leah B Schnurrk,leah.schnurrk@rigginglifting.com
175750,22-02-2015 14:45,23-04-2015 12:42,68639,UFFFYUQWHPZSV,Ads,Safari,F,95379917.16,0,apparels,01-11-1978,Kirstin Y Ridleyh,kirstin.ridleyh@sutletgroup.com
339416,08-05-2015 04:35,28-06-2015 17:06,86803,MGBIYERODGMBS,Ads,FireFox,F,2165420055,0,electronics,27-04-1970,Smita H Madhurl,smita.madhurl@gmail.com
78323,29-04-2015 04:11,21-05-2015 22:43,25932,ZXJXFGILEUBRN,SEO,FireFox,F,1070177420,0,apparels,11-02-1979,James F Grubelz,james.grubelz@hotmail.com
334731,08-01-2015 23:28,09-01-2015 00:28,32041,AYUBPYPDVZUPK,Ads,IE,M,1045056872,1,apparels,,Jessica U Toonkelj,jessica.toonkelj@sutletgroup.com
217559,03-04-2015 04:20,21-07-2015 23:12,13140,LVNWFTOGNIPYY,Ads,FireFox,F,1583029424,0,health_care,08-10-1979,Francesca U Piscioneric,francesca.piscioneric@tntech.edu
279448,08-03-2015 09:11,27-04-2015 02:42,81821,OVOLFEOWCPYNX,SEO,Safari,F,3694542408,0,home_essentials,23-04-1977,Caroline G Valetkevitchh,caroline.valetkevitchh@thefloridadesigngroup.com
74293,11-01-2015 05:15,11-01-2015 05:15,37264,AJBIJPIXVZKJE,Direct,Chrome,M,1980120298,1,health_care,26-04-1988,Guernigou K Danielr,guernigou.danielr@gmail.com
348305,26-05-2015 18:02,07-06-2015 08:31,2140,ZJHLYARRPYHTA,Direct,Chrome,M,1124527175,0,apparels,15-06-1980,Charlie C Dunmoree,charlie.dunmoree@gmail.com
255997,01-01-2015 08:01,20-01-2015 21:57,22522,STFMPOFTBTOKU,Ads,IE,F,34543057.28,0,health_care,09-03-1987,Andrea S Shalal-Esap,andrea.shalal-esap@rigginglifting.com
53320,26-02-2015 23:51,29-05-2015 17:05,45266,DUWBOKQPPDQUK,SEO,Chrome,F,3248503877,0,cosmetics,26-01-1967,Andreas W Cremero,andreas.cremero@flossresearch.com
255357,18-02-2015 23:18,09-04-2015 01:35,88482,AYFVPCVGDLGHO,SEO,FireFox,F,1037610702,0,health_care,13-03-1972,Qing J Xiaoyih,qing.xiaoyih@sutletgroup.com
84226,24-07-2015 05:21,31-08-2015 16:16,75212,PMGVDQVKUHWND,SEO,IE,F,10302200.35,0,electronics,16-11-1993,Eric H Holmbergu,eric.holmbergu@gmail.com
27026,27-07-2015 21:03,07-09-2015 07:29,93038,KNAUTEGDBDLIA,Direct,FireFox,M,2746120765,0,electronics,17-04-1982,Padraic E Halpind,padraic.halpind@tntech.edu
52983,04-06-2015 05:52,25-07-2015 18:19,54973,BSULZQGZDKIRX,Ads,IE,F,804211349.2,0,cosmetics,09-11-1989,Alexei I Oreskovicz,alexei.oreskovicz@brandermill.com
4628,01-05-2015 09:55,07-08-2015 12:02,98652,FZXDCZKDUGDJU,Ads,FireFox,M,420604661.9,0,apparels,05-10-1983,Bill W Powellx,bill.powellx@gmail.com
8839,04-07-2015 08:08,14-09-2015 23:56,20076,GLTPXAOSTSXHY,SEO,FireFox,F,1081696611,0,health_care,04-07-1979,Nanette I Byrnest,nanette.byrnest@gmail.com
361922,06-03-2015 20:55,19-05-2015 07:20,54951,ITWCQUDUAMKAH,SEO,Chrome,F,2255374486,0,electronics,13-11-1983,Dhanya O Skariachanx,dhanya.skariachanx@gmail.com
333052,24-03-2015 19:50,15-05-2015 08:50,1610,BUQSUUGASTYDL,Ads,IE,F,1547161088,0,electronics,14-07-1989,Charlie A Zhud,charlie.zhud@rigginglifting.com
164669,25-06-2015 05:44,15-07-2015 20:51,88398,MOSKYLLSQXPOZ,SEO,Chrome,F,3132779650,0,home_essentials,17-05-1978,Jennifer B Clarkh,jennifer.clarkh@thefloridadesigngroup.com
52448,04-01-2015 02:15,04-01-2015 02:15,46353,KIOAANGVZEFLA,Ads,Chrome,F,277310032.1,1,health_care,03-01-1989,Andjarsari C Paramadithau,andjarsari.paramadithau@sutletgroup.com
121437,19-01-2015 15:26,25-04-2015 20:37,89430,VYVFSRBRIBYFH,Ads,Chrome,F,1276767462,0,electronics,17-09-1990,Brad J Haynesl,brad.haynesl@thefloridadesigngroup.com
3841,25-01-2015 09:30,15-03-2015 21:04,82608,PVHXRVFMQCAFJ,Ads,Chrome,F,3275595123,0,apparels,26-04-1980,Paul Z Dayl,paul.dayl@hotmail.com
295972,15-03-2015 11:37,18-03-2015 16:11,53310,CJDKUNSPDLHTZ,Ads,Safari,F,1935098254,0,home_essentials,13-03-1992,Svea Y Herbst-Baylissg,svea.herbst-baylissg@rigginglifting.com
323473,23-07-2015 20:17,31-10-2015 04:57,81452,YYEECTOMJOPII,SEO,IE,M,551020019.4,0,cosmetics,23-04-1977,Nichola I Groomy,nichola.groomy@hotmail.com
355597,26-04-2015 00:27,15-06-2015 07:36,7799,OESOBNMTQHHJV,Ads,Safari,F,2565232628,0,home_essentials,21-11-1974,Jim S Christieg,jim.christieg@yahoo.com
179481,03-03-2015 16:39,04-05-2015 09:00,59715,XLXAVZSPQYIDG,SEO,Chrome,M,4259263387,0,apparels,05-06-1957,Marius B Zahariae,marius.zahariae@gmail.com
26869,02-02-2015 01:26,09-05-2015 22:00,76933,HNYBZUJUPYPMB,SEO,IE,M,545323126,0,apparels,14-05-1971,Paul L Carrels,paul.carrels@flossresearch.com
65973,27-07-2015 16:14,24-10-2015 07:16,41903,LTGSHSEURRNOW,Direct,Chrome,M,542471276.3,0,home_essentials,03-11-1986,Deepa V Seetharamank,deepa.seetharamank@gmail.com
292451,21-01-2015 04:25,09-02-2015 06:19,39141,NJUJEIWVKMEPI,Ads,Chrome,,4098762775,0,electronics,16-06-1984,Herbert U Lasha,herbert.lasha@flossresearch.com
330640,03-01-2015 23:34,03-01-2015 23:34,63371,RDVZZSOSJZNRU,Direct,FireFox,M,1563190898,1,electronics,18-02-1997,Sophie K Sassardg,sophie.sassardg@thefloridadesigngroup.com
162982,02-04-2015 00:16,28-07-2015 17:52,27282,MKVCSQBOKLEQG,SEO,Safari,F,637331731.5,0,electronics,11-02-1985,Lisa X Baertleiny,lisa.baertleiny@gmail.com
185039,11-04-2015 17:24,24-04-2015 23:42,63709,RBYYZVBZOAPBH,SEO,Chrome,M,209914592,0,apparels,08-11-1980,Laurence R Frostj,laurence_frostj@gmail.com
113209,24-04-2015 17:40,17-08-2015 09:23,1253,LAEVEJVNNADEG,Direct,Chrome,M,2002008262,0,health_care,26-01-1974,Patricia Y Zengerlel,patricia.zengerlel@yahoo.com
80416,01-06-2015 12:36,21-09-2015 06:30,90432,SUAMDMAVLHAZH,Direct,IE,M,2741690339,1,apparels,12-08-1997,Hilary G Russo,hilary.russo@thefloridadesigngroup.com
260250,26-02-2015 21:27,11-06-2015 23:14,94918,ETELLWKXIIMXS,SEO,Chrome,F,1989603111,0,health_care,19-03-1991,Claire K Davenporte,claire_davenporte@gmail.com
368239,16-03-2015 17:17,19-06-2015 09:51,91266,HEDTPGJGYLPPM,SEO,Chrome,M,3667454944,0,cosmetics,19-02-1978,Joan W Grallat,joan.grallat@yahoo.com
388221,03-07-2015 11:49,18-09-2015 03:12,87492,JABJGROOTKJQZ,SEO,Chrome,F,104845261,0,cosmetics,12-01-1979,Viparat C Jantraprapi,viparat.jantraprapi@gmail.com
226210,14-06-2015 17:04,14-09-2015 02:46,53985,KQLMRANBTSHSS,Direct,Chrome,M,1282206723,0,apparels,,Sinead O Cruisev,sinead.cruisev@hotmail.com
263898,21-07-2015 21:01,13-09-2015 09:51,97534,ICOGGQWEKWTJT,SEO,Chrome,F,1879860964,0,home_essentials,09-06-1985,Steve L Gelsiv,steve.gelsiv@brandermill.com
109823,22-05-2015 10:13,28-05-2015 14:33,49178,KQBNZYSPTPMRO,Ads,Chrome,M,2453509598,0,apparels,22-03-1974,Steve A Slaterh,steve.slaterh@tntech.edu
304277,07-05-2015 12:29,26-07-2015 14:04,95204,GBWPJQXYDQDXI,Ads,Safari,M,2941665551,0,apparels,05-01-1977,Tim T Kellyo,tim.kellyo@tntech.edu
349560,23-06-2015 19:28,13-08-2015 04:00,93990,HKJKHUWIJGCOE,Ads,Safari,F,1770385641,0,electronics,19-04-1985,Paul P Lienertz,paul.lienertz@hotmail.com
243023,19-07-2015 09:27,08-11-2015 20:33,8716,AXBQLJGFAMEFX,SEO,FireFox,M,2895224534,0,home_essentials,03-06-1996,Padraic G Halpinf,padraic.halpinf@brandermill.com
26731,02-05-2015 13:44,18-05-2015 02:31,24929,OOJPWVJMQRSPG,SEO,FireFox,M,1193759731,0,cosmetics,23-01-1991,Ethan E Bilbys,ethan.bilbys@gmail.com
10924,11-06-2015 15:37,26-08-2015 06:34,22780,IWVZYCYKWVSKD,Ads,IE,F,706573527.4,0,apparels,15-03-1981,Jan B Harveyh,jan.harveyh@rigginglifting.com
329011,14-03-2015 09:51,20-05-2015 01:31,40767,QHQBZQDLVVDKI,SEO,Safari,F,2358407871,0,home_essentials,14-05-1984,John T ODonnell,john.odonnell@gmail.com
345759,06-03-2015 00:39,07-04-2015 02:42,88248,IRJRCHIEJPXUX,Ads,FireFox,M,12825454.57,0,apparels,23-01-1984,Tim Z Kellyh,tim.kellyh@gmail.com
197173,12-04-2015 11:43,13-07-2015 20:40,58460,WVHXZMYTRIMMH,Ads,FireFox,M,1002664140,0,cosmetics,07-06-1988,arani P Krishnanj,arani.krishnanj@hotmail.com
391477,11-05-2015 05:36,12-08-2015 21:15,39940,JYHBASSXJPLOF,Ads,Safari,M,1536783906,0,home_essentials,04-08-1980,Yoko D Kubotaj,yoko.kubotaj@hotmail.com
54654,18-03-2015 11:00,08-06-2015 14:35,19121,KVTOOLLJEWJON,SEO,IE,M,1348655425,0,electronics,12-02-1967,Sarah N McBriden,sarah.mcbriden@gmail.com
300284,13-07-2015 21:16,24-10-2015 16:42,31370,DFXUAWQLVVIBR,Ads,IE,F,4214213551,0,cosmetics,14-10-1974,Kevin F Yaou,kevin.yaou@flossresearch.com
108674,21-06-2015 20:04,07-08-2015 09:21,25883,XFVSJZHOIQPUM,SEO,Chrome,F,720386529.2,0,health_care,12-09-1984,Angus S McDowallg,angus.mcdowallg@thefloridadesigngroup.com
266686,12-03-2015 22:05,18-03-2015 15:35,38714,RNWFHVLPBELTZ,Ads,FireFox,M,413175315.4,0,home_essentials,19-10-1980,Ryan J Vlastelicai,ryan.vlastelicai@brandermill.com
109889,09-01-2015 08:25,19-01-2015 02:06,45392,VOUEOOOOPPQIL,SEO,IE,F,3851219869,0,cosmetics,19-11-1977,Lucy F Hornbyr,lucy.hornbyr@sutletgroup.com
277953,24-01-2015 19:54,02-05-2015 16:18,15521,PMQDRZVJWIHWH,Ads,Safari,M,1906183767,0,electronics,17-05-1988,Keith M Weirk,keith.weirk@thefloridadesigngroup.com
128699,24-06-2015 12:34,30-08-2015 06:01,31422,CKNLCTGZVBVQZ,Ads,Chrome,M,369500604.7,0,health_care,01-02-1993,Christina K Fincherk,christina.fincherk@rigginglifting.com
10766,15-06-2015 16:47,14-08-2015 17:26,76906,EVXMNTHXHTJLD,Direct,Chrome,M,2315133649,0,apparels,22-04-1984,Matthew D Mpoket,matthew.mpoket@gmail.com
21095,27-01-2015 00:25,12-04-2015 11:19,12232,MNXEGCDIWLFFJ,SEO,IE,F,74463970.49,0,health_care,18-01-1989,Lisa Y Baertleinb,lisa.baertleinb@gmail.com
321334,22-01-2015 16:53,08-04-2015 17:29,12506,MASJAFNKZDJZB,SEO,Chrome,F,2877905103,0,home_essentials,01-10-1968,Martinne D Gellerx,martinne.gellerx@thefloridadesigngroup.com
365728,17-04-2015 00:23,09-07-2015 06:49,32828,CBUSVCYYFEZTV,Ads,Chrome,M,1472150864,0,home_essentials,07-01-1989,Soyoung X Kimf,soyoung.kimf@rigginglifting.com
223589,01-07-2015 18:56,07-10-2015 09:39,48724,TXIXZVDDMDAFB,Ads,Chrome,F,3372619506,0,health_care,21-02-1983,Steve Y Scherero,steve.scherero@yahoo.com
346830,20-02-2015 04:35,31-03-2015 09:47,37530,LZQEVCBAKOYKF,Ads,IE,F,4116288892,0,cosmetics,22-06-1982,Taro P Fusea,taro.fusea@sutletgroup.com
234893,14-01-2015 22:29,19-02-2015 01:09,60115,VRROGCYKOQIPI,SEO,IE,M,3672808453,0,electronics,04-10-1996,Robin M Emmottx,robin.emmottx@gmail.com
172160,07-06-2015 18:31,05-10-2015 07:14,51351,NBZLJYJCWIWPO,Ads,Chrome,M,440521585.6,0,cosmetics,19-03-1981,Norihiko P Shirouzuz,norihiko.shirouzuz@gmail.com
334022,10-03-2015 10:59,28-03-2015 11:34,51586,JUKRBGVZDNTLC,SEO,Chrome,M,1711231070,0,apparels,21-02-1980,Mari M Saitoi,mari.saitoi@sutletgroup.com
295462,14-05-2015 09:47,25-06-2015 06:34,3657,KDWBVTKWMIDSX,Direct,Safari,F,3209119559,0,electronics,01-07-1984,Stephen W Aldredi,stephen.aldredi@gmail.com
92624,22-02-2015 16:14,05-03-2015 08:47,94443,SLYJHBMNZYZSN,SEO,Chrome,,422761252,0,cosmetics,01-10-1993,Nanette Z Byrnesz,nanette.byrnesz@rigginglifting.com
